type_var,YEAR,typeTotal
Denmark,1950,53.429
Denmark,1951,58.621
Denmark,1952,59.818
Denmark,1953,52.584
Denmark,1954,49.592
Denmark,1955,60.962
Denmark,1956,51.411
Denmark,1957,65.129
Denmark,1958,68.432
Denmark,1959,66.491
Denmark,1960,63.073
Denmark,1961,85.323
Denmark,1962,85.083
Denmark,1963,72.61
Denmark,1964,89.569
Denmark,1965,79.114
Denmark,1966,83.359
Denmark,1967,90.861
Denmark,1968,90.061
Denmark,1969,85.004
Denmark,1970,85.547
Denmark,1971,97.055
Denmark,1972,101.337
Denmark,1973,121.478
Denmark,1974,112.566
Denmark,1975,114.212
Denmark,1976,144.583
Denmark,1977,139.316
Denmark,1978,109.736
Denmark,1979,124.7
Denmark,1980,130.398
Denmark,1981,148.45
Denmark,1982,168.894
Denmark,1983,164.085
Denmark,1984,175.516
Denmark,1985,159.665
Denmark,1986,149.001
Denmark,1987,141.527
Denmark,1988,139.493
Denmark,1989,116.959
Denmark,1990,98.38
Denmark,1991,117.355
Denmark,1992,120.544
Denmark,1993,101.874
Denmark,1994,164.88
Denmark,1995,182.696
Denmark,1996,241.919
Denmark,1997,262.01
Denmark,1998,217.332
Denmark,1999,214.026
Denmark,2000,169.535
Denmark,2001,172.486
Denmark,2002,127.246
Denmark,2003,100.112
Denmark,2004,110.784
Denmark,2005,109.361
Denmark,2006,44.04161
Denmark,2007,47.50043
Denmark,2008,55.40735
Denmark,2009,75.13865
Denmark,2010,58.99332
Denmark,2011,47.4566
Denmark,2012,40.63546
Denmark,2013,42.34019
Denmark,2014,47.79888
Denmark,2015,40.60963
Denmark,2016,37.54139
Denmark,2017,48.646
Denmark,2018,50.658626242
Estonia,1950,0
Estonia,1951,0
Estonia,1952,0
Estonia,1953,0
Estonia,1954,0
Estonia,1955,0
Estonia,1956,0
Estonia,1957,0
Estonia,1958,0
Estonia,1959,0
Estonia,1960,0
Estonia,1961,0
Estonia,1962,0
Estonia,1963,0
Estonia,1964,0
Estonia,1965,0
Estonia,1966,0
Estonia,1967,0
Estonia,1968,0
Estonia,1969,0
Estonia,1970,0
Estonia,1971,0
Estonia,1972,0
Estonia,1973,0
Estonia,1974,0
Estonia,1975,0
Estonia,1976,0
Estonia,1977,0
Estonia,1978,0
Estonia,1979,0
Estonia,1980,0
Estonia,1981,0
Estonia,1982,0
Estonia,1983,0
Estonia,1984,0
Estonia,1985,0
Estonia,1986,0
Estonia,1987,0
Estonia,1988,0
Estonia,1989,0
Estonia,1990,0
Estonia,1991,46.544
Estonia,1992,36.937
Estonia,1993,41.161
Estonia,1994,46.076
Estonia,1995,59.172
Estonia,1996,71.374
Estonia,1997,95.293
Estonia,1998,77.626
Estonia,1999,83.001
Estonia,2000,85.176
Estonia,2001,84.971
Estonia,2002,79.035
Estonia,2003,59.382
Estonia,2004,68.1
Estonia,2005,80.57
Estonia,2006,73.43332
Estonia,2007,81.85227
Estonia,2008,83.64374
Estonia,2009,83.64361
Estonia,2010,79.57227
Estonia,2011,64.04143
Estonia,2012,52.64067
Estonia,2013,54.80866
Estonia,2014,55.25305
Estonia,2015,59.66968
Estonia,2016,60.78912
Estonia,2017,64.51285
Estonia,2018,51.816802
Finland,1950,18.838
Finland,1951,15.725
Finland,1952,17.705
Finland,1953,42.532
Finland,1954,42.533
Finland,1955,42.534
Finland,1956,42.535
Finland,1957,42.536
Finland,1958,42.537
Finland,1959,46.871
Finland,1960,46.872
Finland,1961,46.873
Finland,1962,45.134
Finland,1963,63.725
Finland,1964,46.199
Finland,1965,56.958
Finland,1966,53.185
Finland,1967,54.834
Finland,1968,70.82
Finland,1969,69.002
Finland,1970,63.215
Finland,1971,70.108
Finland,1972,69.494
Finland,1973,80.638
Finland,1974,86.928
Finland,1975,85.967
Finland,1976,92.45
Finland,1977,94.057
Finland,1978,105.846
Finland,1979,101.877
Finland,1980,83.302
Finland,1981,74.408
Finland,1982,81.958
Finland,1983,92.097
Finland,1984,95.786
Finland,1985,95.848
Finland,1986,90.796
Finland,1987,88.744
Finland,1988,99.822
Finland,1989,87.475
Finland,1990,73.579
Finland,1991,60.085
Finland,1992,79.007
Finland,1993,83.447
Finland,1994,103.292
Finland,1995,105.993
Finland,1996,116.493
Finland,1997,117.472
Finland,1998,118.702
Finland,1999,107.594
Finland,2000,120.753
Finland,2001,114.277
Finland,2002,109.08
Finland,2003,85.693
Finland,2004,98.698
Finland,2005,95.022
Finland,2006,112.93288
Finland,2007,128.16322
Finland,2008,119.35546
Finland,2009,125.31517
Finland,2010,127.22
Finland,2011,124.82745
Finland,2012,138.06887
Finland,2013,144.297
Finland,2014,153.48777
Finland,2015,153.3945
Finland,2016,164.83344
Finland,2017,162.01674
Finland,2018,143.625513
Germany,1950,39.304
Germany,1951,35.554
Germany,1952,23.359
Germany,1953,36.834
Germany,1954,35.697
Germany,1955,29.21
Germany,1956,29.228
Germany,1957,44.681
Germany,1958,43.198
Germany,1959,28.942
Germany,1960,37.568
Germany,1961,66.634
Germany,1962,81.399
Germany,1963,68.989
Germany,1964,74.877
Germany,1965,71.964
Germany,1966,90.829
Germany,1967,125.07
Germany,1968,115.964
Germany,1969,89.988
Germany,1970,108.691
Germany,1971,107.687
Germany,1972,25.994
Germany,1973,137.212
Germany,1974,132.643
Germany,1975,139.069
Germany,1976,114.495
Germany,1977,140.281
Germany,1978,106.403
Germany,1979,99.199
Germany,1980,102.145
Germany,1981,101.703
Germany,1982,100.042
Germany,1983,106.964
Germany,1984,120.227
Germany,1985,102.33
Germany,1986,94.691
Germany,1987,87.71
Germany,1988,89.599
Germany,1989,87.775
Germany,1990,60.325
Germany,1991,31.499
Germany,1992,30.931
Germany,1993,38.208
Germany,1994,30.447
Germany,1995,29.095
Germany,1996,33.843
Germany,1997,33.042
Germany,1998,29.861
Germany,1999,31.541
Germany,2000,27.798
Germany,2001,29.689
Germany,2002,37.045
Germany,2003,53.53
Germany,2004,61.955
Germany,2005,68.749
Germany,2006,60.53274
Germany,2007,63.026
Germany,2008,61.72
Germany,2009,49.24256
Germany,2010,37.028
Germany,2011,28.49456
Germany,2012,28.93521
Germany,2013,29.47204
Germany,2014,26.1033
Germany,2015,30.58411
Germany,2016,33.60427
Germany,2017,21.24549
